select8::user	select8::url	select8::opened_count	select8::closed_count	select8::reopened_count	select8::total_actions_count
cryode	https://github.com/cryode	1	0	0	1
d33tah	https://github.com/d33tah	6	3	0	9
d40cht	https://github.com/d40cht	4	2	0	6
daball	https://github.com/daball	1	0	0	1
dafema	https://github.com/dafema	1	0	0	1
danbw9	https://github.com/danbw9	1	0	0	1
danmey	https://github.com/danmey	0	1	0	1
danzel	https://github.com/danzel	0	1	0	1
davies	https://github.com/davies	0	1	0	1
dbisso	https://github.com/dbisso	1	0	0	1
dblock	https://github.com/dblock	0	2	0	2
deitch	https://github.com/deitch	1	0	0	1
dej611	https://github.com/dej611	1	0	0	1
dergel	https://github.com/dergel	0	0	1	1
dguzzo	https://github.com/dguzzo	1	0	0	1
djipey	https://github.com/djipey	2	1	0	3
dkasak	https://github.com/dkasak	1	0	0	1
dmfrey	https://github.com/dmfrey	0	3	0	3
dnalot	https://github.com/dnalot	0	2	0	2
doewie	https://github.com/doewie	1	1	0	2
dpausp	https://github.com/dpausp	1	1	0	2
dracos	https://github.com/dracos	1	0	0	1
draixo	https://github.com/draixo	1	0	0	1
drewag	https://github.com/drewag	3	0	0	3
durran	https://github.com/durran	0	2	0	2
e1th0r	https://github.com/e1th0r	1	0	0	1
eallik	https://github.com/eallik	4	1	0	5
earl00	https://github.com/earl00	1	0	0	1
ebolad	https://github.com/ebolad	2	0	0	2
eemouk	https://github.com/eemouk	0	1	0	1
egeste	https://github.com/egeste	1	0	0	1
ekmett	https://github.com/ekmett	1	1	0	2
eleddy	https://github.com/eleddy	3	0	0	3
elssar	https://github.com/elssar	1	1	0	2
emleri	https://github.com/emleri	1	0	0	1
ericgj	https://github.com/ericgj	1	0	0	1
evrial	https://github.com/evrial	1	0	0	1
exilio	https://github.com/exilio	0	1	0	1
exterm	https://github.com/exterm	1	1	0	2
f18nfz	https://github.com/f18nfz	1	0	0	1
fabpot	https://github.com/fabpot	0	1	0	1
fawzyj	https://github.com/fawzyj	1	0	0	1
fenner	https://github.com/fenner	2	0	0	2
fhrbek	https://github.com/fhrbek	2	2	0	4
fiasko	https://github.com/fiasko	1	0	0	1
fil512	https://github.com/fil512	7	3	0	10
fisxoj	https://github.com/fisxoj	1	0	0	1
fliese	https://github.com/fliese	1	0	0	1
floSoX	https://github.com/floSoX	1	0	0	1
flocke	https://github.com/flocke	1	0	0	1
foosel	https://github.com/foosel	0	1	1	2
fpinzn	https://github.com/fpinzn	3	0	0	3
frosas	https://github.com/frosas	0	1	0	1
frsela	https://github.com/frsela	2	0	0	2
gartim	https://github.com/gartim	1	0	0	1
gbinal	https://github.com/gbinal	4	0	0	4
genexp	https://github.com/genexp	1	1	0	2
gggard	https://github.com/gggard	0	4	0	4
giving	https://github.com/giving	0	1	0	1
gradha	https://github.com/gradha	2	1	0	3
gruvii	https://github.com/gruvii	1	0	0	1
guarly	https://github.com/guarly	2	0	0	2
guille	https://github.com/guille	0	1	0	1
gvelim	https://github.com/gvelim	2	0	0	2
gvfnix	https://github.com/gvfnix	2	0	0	2
h4kuna	https://github.com/h4kuna	1	0	0	1
haines	https://github.com/haines	0	1	0	1
harikt	https://github.com/harikt	2	2	0	4
hedger	https://github.com/hedger	1	0	0	1
hfeeki	https://github.com/hfeeki	2	0	0	2
hikage	https://github.com/hikage	2	0	0	2
hoeken	https://github.com/hoeken	0	1	0	1
hozumi	https://github.com/hozumi	1	0	0	1
hsenag	https://github.com/hsenag	0	1	0	1
iMoses	https://github.com/iMoses	1	0	0	1
iamcam	https://github.com/iamcam	1	0	0	1
ibiwan	https://github.com/ibiwan	1	2	1	4
igneus	https://github.com/igneus	1	0	0	1
ikedam	https://github.com/ikedam	1	2	0	3
imeyer	https://github.com/imeyer	0	1	1	2
isaacs	https://github.com/isaacs	0	3	0	3
isra00	https://github.com/isra00	2	0	0	2
isurum	https://github.com/isurum	1	0	0	1
itkach	https://github.com/itkach	0	3	0	3
jacres	https://github.com/jacres	1	0	0	1
jacroe	https://github.com/jacroe	0	1	0	1
jakoch	https://github.com/jakoch	0	4	0	4
jangon	https://github.com/jangon	1	0	0	1
jayroh	https://github.com/jayroh	1	0	0	1
jcoyne	https://github.com/jcoyne	0	1	0	1
jdavid	https://github.com/jdavid	0	1	0	1
jdl031	https://github.com/jdl031	7	0	0	7
jenius	https://github.com/jenius	0	2	0	2
jerone	https://github.com/jerone	1	0	0	1
jknack	https://github.com/jknack	1	0	0	1
joaks1	https://github.com/joaks1	0	1	0	1
jobovy	https://github.com/jobovy	1	0	0	1
jogwen	https://github.com/jogwen	3	1	0	4
jonlow	https://github.com/jonlow	1	0	0	1
jonnew	https://github.com/jonnew	1	0	0	1
jordeu	https://github.com/jordeu	0	1	0	1
joushx	https://github.com/joushx	1	0	0	1
kangax	https://github.com/kangax	0	1	0	1
karpah	https://github.com/karpah	1	0	0	1
karsie	https://github.com/karsie	3	1	0	4
katopz	https://github.com/katopz	1	0	0	1
kayzee	https://github.com/kayzee	2	0	0	2
kev360	https://github.com/kev360	0	1	0	1
kevinj	https://github.com/kevinj	1	0	0	1
keymon	https://github.com/keymon	0	1	0	1
kiwifb	https://github.com/kiwifb	2	1	0	3
klassm	https://github.com/klassm	4	1	0	5
klongi	https://github.com/klongi	1	0	0	1
klumpF	https://github.com/klumpF	1	0	0	1
kmayer	https://github.com/kmayer	1	0	0	1
kohath	https://github.com/kohath	1	0	0	1
komone	https://github.com/komone	1	0	0	1
kotarf	https://github.com/kotarf	1	0	0	1
kovpas	https://github.com/kovpas	0	1	1	2
krb224	https://github.com/krb224	1	2	0	3
kribba	https://github.com/kribba	3	0	0	3
krofna	https://github.com/krofna	1	0	0	1
kromey	https://github.com/kromey	3	2	0	5
kryops	https://github.com/kryops	0	1	0	1
ksnyde	https://github.com/ksnyde	1	0	0	1
kyanro	https://github.com/kyanro	4	0	1	5
kyrylo	https://github.com/kyrylo	0	2	0	2
laaptu	https://github.com/laaptu	3	0	0	3
ladal1	https://github.com/ladal1	1	0	0	1
laeubi	https://github.com/laeubi	1	0	0	1
laraki	https://github.com/laraki	0	1	0	1
lc3t35	https://github.com/lc3t35	1	0	0	1
levani	https://github.com/levani	1	0	0	1
lol768	https://github.com/lol768	4	6	0	10
luniki	https://github.com/luniki	0	1	0	1
machty	https://github.com/machty	1	2	0	3
maclaw	https://github.com/maclaw	0	1	0	1
maffii	https://github.com/maffii	4	0	0	4
manobi	https://github.com/manobi	3	0	0	3
manxan	https://github.com/manxan	1	0	0	1
marick	https://github.com/marick	0	1	0	1
marlun	https://github.com/marlun	1	0	0	1
marzim	https://github.com/marzim	1	2	0	3
mattab	https://github.com/mattab	0	2	0	2
mbozem	https://github.com/mbozem	1	0	0	1
medy75	https://github.com/medy75	1	0	0	1
mete0r	https://github.com/mete0r	1	0	0	1
mgcrea	https://github.com/mgcrea	0	7	0	7
mgsisk	https://github.com/mgsisk	0	3	0	3
mhulse	https://github.com/mhulse	14	3	0	17
mikera	https://github.com/mikera	0	1	0	1
minorg	https://github.com/minorg	1	1	0	2
mislav	https://github.com/mislav	0	2	1	3
mithro	https://github.com/mithro	2	0	1	3
mizzao	https://github.com/mizzao	3	1	0	4
mj1856	https://github.com/mj1856	2	0	0	2
mj3052	https://github.com/mj3052	1	0	0	1
mklabs	https://github.com/mklabs	0	1	0	1
mlubin	https://github.com/mlubin	1	0	0	1
moxie0	https://github.com/moxie0	0	1	0	1
mozvat	https://github.com/mozvat	3	0	0	3
mprins	https://github.com/mprins	0	1	0	1
mrdoob	https://github.com/mrdoob	0	1	0	1
mrkent	https://github.com/mrkent	1	0	0	1
msleal	https://github.com/msleal	1	0	0	1
mvriel	https://github.com/mvriel	11	1	0	12
naaano	https://github.com/naaano	1	0	0	1
narfbg	https://github.com/narfbg	0	1	0	1
natami	https://github.com/natami	1	0	0	1
navied	https://github.com/navied	1	0	0	1
neagix	https://github.com/neagix	1	1	0	2
ngiger	https://github.com/ngiger	3	1	1	5
nhinze	https://github.com/nhinze	1	0	0	1
nickl-	https://github.com/nickl-	0	1	0	1
nidico	https://github.com/nidico	1	1	0	2
nimani	https://github.com/nimani	1	0	0	1
nimast	https://github.com/nimast	1	1	0	2
nittka	https://github.com/nittka	0	1	0	1
nkhine	https://github.com/nkhine	0	1	0	1
nkuflk	https://github.com/nkuflk	1	0	0	1
nolanw	https://github.com/nolanw	5	1	0	6
nrnrnr	https://github.com/nrnrnr	8	6	0	14
nziehn	https://github.com/nziehn	0	1	0	1
oakmac	https://github.com/oakmac	1	2	0	3
ofTheo	https://github.com/ofTheo	1	0	0	1
omer-g	https://github.com/omer-g	1	0	0	1
osanha	https://github.com/osanha	1	0	0	1
ostcar	https://github.com/ostcar	436	227	0	663
otiasc	https://github.com/otiasc	3	1	0	4
patcon	https://github.com/patcon	2	0	0	2
pdodds	https://github.com/pdodds	0	1	0	1
peller	https://github.com/peller	0	1	0	1
peplin	https://github.com/peplin	1	4	0	5
peshis	https://github.com/peshis	1	0	0	1
petjal	https://github.com/petjal	1	0	0	1
pfraze	https://github.com/pfraze	1	0	0	1
pgschk	https://github.com/pgschk	1	0	0	1
phated	https://github.com/phated	0	3	0	3
phihag	https://github.com/phihag	0	4	0	4
phishy	https://github.com/phishy	1	0	0	1
phly95	https://github.com/phly95	1	0	0	1
pin3da	https://github.com/pin3da	0	4	0	4
piotch	https://github.com/piotch	2	4	0	6
pirata	https://github.com/pirata	2	0	0	2
pnutus	https://github.com/pnutus	1	0	0	1
poppen	https://github.com/poppen	1	1	0	2
ptomli	https://github.com/ptomli	0	1	0	1
puzrin	https://github.com/puzrin	0	1	0	1
pveber	https://github.com/pveber	2	1	0	3
pwalsh	https://github.com/pwalsh	8	1	0	9
r3n4m3	https://github.com/r3n4m3	1	0	0	1
raeffu	https://github.com/raeffu	2	0	0	2
rajdon	https://github.com/rajdon	1	0	0	1
rallek	https://github.com/rallek	3	0	0	3
ratana	https://github.com/ratana	1	0	0	1
rbhobe	https://github.com/rbhobe	5	0	0	5
renard	https://github.com/renard	1	0	0	1
retroj	https://github.com/retroj	0	1	0	1
rev112	https://github.com/rev112	1	1	0	2
rgbkrk	https://github.com/rgbkrk	1	0	0	1
rhdunn	https://github.com/rhdunn	0	3	0	3
rick-c	https://github.com/rick-c	1	0	0	1
rlopes	https://github.com/rlopes	1	0	0	1
robfig	https://github.com/robfig	0	1	1	2
robzdc	https://github.com/robzdc	1	0	0	1
rraaij	https://github.com/rraaij	3	0	0	3
rrazor	https://github.com/rrazor	1	0	0	1
rrd108	https://github.com/rrd108	1	0	0	1
rsdnru	https://github.com/rsdnru	21097	0	0	21097
rwendi	https://github.com/rwendi	1	0	0	1
ryandm	https://github.com/ryandm	1	0	0	1
ryanss	https://github.com/ryanss	0	1	0	1
rytsar	https://github.com/rytsar	1	0	0	1
rzymek	https://github.com/rzymek	5	3	0	8
s---70	https://github.com/s---70	2	0	0	2
saden1	https://github.com/saden1	1	0	0	1
sage23	https://github.com/sage23	1	0	0	1
sapier	https://github.com/sapier	0	1	0	1
sarxos	https://github.com/sarxos	2	2	0	4
satrya	https://github.com/satrya	1	1	0	2
savraj	https://github.com/savraj	1	0	0	1
schuay	https://github.com/schuay	1	2	0	3
scorpp	https://github.com/scorpp	1	1	0	2
scrawl	https://github.com/scrawl	1	0	0	1
scribu	https://github.com/scribu	0	3	1	4
scs3jb	https://github.com/scs3jb	1	0	0	1
searum	https://github.com/searum	0	1	0	1
sebdah	https://github.com/sebdah	0	1	0	1
sedley	https://github.com/sedley	1	0	0	1
selwin	https://github.com/selwin	0	1	0	1
sesser	https://github.com/sesser	0	1	0	1
sgtpep	https://github.com/sgtpep	1	0	0	1
shc7pw	https://github.com/shc7pw	0	1	1	2
shlevy	https://github.com/shlevy	0	1	0	1
silsha	https://github.com/silsha	3	2	0	5
simonc	https://github.com/simonc	0	1	0	1
sjinks	https://github.com/sjinks	1	0	0	1
skeeto	https://github.com/skeeto	1	0	0	1
skerit	https://github.com/skerit	1	5	0	6
skylit	https://github.com/skylit	1	0	0	1
slipko	https://github.com/slipko	1	1	0	2
slodge	https://github.com/slodge	5	0	0	5
slonia	https://github.com/slonia	0	2	0	2
sluu99	https://github.com/sluu99	1	1	0	2
smalot	https://github.com/smalot	0	4	0	4
smt116	https://github.com/smt116	1	0	0	1
snjeza	https://github.com/snjeza	0	3	0	3
sovdyn	https://github.com/sovdyn	1	0	0	1
ssapra	https://github.com/ssapra	5	0	0	5
stomar	https://github.com/stomar	1	0	0	1
sumobi	https://github.com/sumobi	0	1	0	1
suvash	https://github.com/suvash	1	0	0	1
syclik	https://github.com/syclik	1	0	0	1
t-cr3x	https://github.com/t-cr3x	1	0	0	1
ta9ta9	https://github.com/ta9ta9	1	0	0	1
tacman	https://github.com/tacman	1	0	0	1
takaxp	https://github.com/takaxp	3	13	0	16
taptap	https://github.com/taptap	4	0	0	4
tarr11	https://github.com/tarr11	1	0	0	1
tatsuo	https://github.com/tatsuo	4	0	0	4
teamon	https://github.com/teamon	2	0	0	2
tedgin	https://github.com/tedgin	1	0	0	1
tehoko	https://github.com/tehoko	2	0	0	2
tfoote	https://github.com/tfoote	0	5	0	5
tienvx	https://github.com/tienvx	0	1	0	1
tkruse	https://github.com/tkruse	0	1	0	1
tomkel	https://github.com/tomkel	0	1	0	1
tomnez	https://github.com/tomnez	1	0	0	1
tomnis	https://github.com/tomnis	1	0	0	1
tonnic	https://github.com/tonnic	1	0	0	1
tresni	https://github.com/tresni	0	1	0	1
trevor	https://github.com/trevor	1	0	0	1
tridge	https://github.com/tridge	1	3	0	4
trptom	https://github.com/trptom	1	0	0	1
trutex	https://github.com/trutex	1	0	0	1
tshort	https://github.com/tshort	1	1	0	2
tszyan	https://github.com/tszyan	1	0	0	1
turadg	https://github.com/turadg	1	0	0	1
uvemas	https://github.com/uvemas	0	1	0	1
vagoff	https://github.com/vagoff	1	0	0	1
vaskas	https://github.com/vaskas	1	0	0	1
vbawol	https://github.com/vbawol	0	2	0	2
vdboor	https://github.com/vdboor	1	1	0	2
vemacs	https://github.com/vemacs	1	0	0	1
verath	https://github.com/verath	1	0	0	1
vliviu	https://github.com/vliviu	0	1	0	1
waldoj	https://github.com/waldoj	1	1	0	2
weslly	https://github.com/weslly	4	0	0	4
whitty	https://github.com/whitty	1	0	0	1
winder	https://github.com/winder	0	0	1	1
wojons	https://github.com/wojons	1	0	0	1
wpreul	https://github.com/wpreul	0	1	0	1
wriley	https://github.com/wriley	1	1	0	2
x711Li	https://github.com/x711Li	8	6	0	14
xtoddx	https://github.com/xtoddx	1	0	0	1
xuhdev	https://github.com/xuhdev	2	0	0	2
xzyfer	https://github.com/xzyfer	1	0	0	1
yak1ex	https://github.com/yak1ex	1	0	0	1
yasirs	https://github.com/yasirs	1	0	0	1
yass-n	https://github.com/yass-n	1	1	0	2
yasu-s	https://github.com/yasu-s	0	1	0	1
yautja	https://github.com/yautja	1	0	0	1
yckart	https://github.com/yckart	0	1	0	1
yjchun	https://github.com/yjchun	1	0	0	1
yunomu	https://github.com/yunomu	1	0	0	1
zarino	https://github.com/zarino	2	1	0	3
zixsen	https://github.com/zixsen	1	0	0	1
zrimax	https://github.com/zrimax	1	0	0	1
10cents	https://github.com/10cents	1	0	0	1
AEinsam	https://github.com/AEinsam	2	0	0	2
AShasK7	https://github.com/AShasK7	1	0	0	1
Alban42	https://github.com/Alban42	1	0	0	1
Aldream	https://github.com/Aldream	0	1	0	1
AlexKey	https://github.com/AlexKey	1	0	0	1
AlexTNT	https://github.com/AlexTNT	1	0	0	1
AnAkIn1	https://github.com/AnAkIn1	1	0	0	1
ArtemGr	https://github.com/ArtemGr	1	0	0	1
Asteria	https://github.com/Asteria	1	1	0	2
Belkaar	https://github.com/Belkaar	1	0	0	1
Buneman	https://github.com/Buneman	1	0	0	1
Carreau	https://github.com/Carreau	0	1	0	1
Coleyra	https://github.com/Coleyra	2	0	0	2
DDuarte	https://github.com/DDuarte	0	1	0	1
DeciusR	https://github.com/DeciusR	2	0	0	2
Dreeass	https://github.com/Dreeass	1	0	0	1
Drevlen	https://github.com/Drevlen	1	1	0	2
Droo-k6	https://github.com/Droo-k6	0	1	0	1
DylanFM	https://github.com/DylanFM	1	0	0	1
Eccenux	https://github.com/Eccenux	1	0	0	1
Edisson	https://github.com/Edisson	1	0	0	1
ErshKUS	https://github.com/ErshKUS	0	1	0	1
FGrosse	https://github.com/FGrosse	0	1	0	1
FMNSSun	https://github.com/FMNSSun	10	11	0	21
Gaarulf	https://github.com/Gaarulf	1	0	0	1
Gliniak	https://github.com/Gliniak	0	1	0	1
Gnorizo	https://github.com/Gnorizo	1	0	0	1
Gyella1	https://github.com/Gyella1	6	0	0	6
HPGurre	https://github.com/HPGurre	9	0	1	10
HikiPro	https://github.com/HikiPro	1	0	0	1
Jay2645	https://github.com/Jay2645	1	0	0	1
Jesse-V	https://github.com/Jesse-V	1	1	0	2
Jestern	https://github.com/Jestern	2	0	0	2
Jevin23	https://github.com/Jevin23	1	0	0	1
Kervonn	https://github.com/Kervonn	1	0	0	1
KieranP	https://github.com/KieranP	3	0	0	3
LaQuito	https://github.com/LaQuito	1	0	0	1
LarryTX	https://github.com/LarryTX	1	0	0	1
LevelX2	https://github.com/LevelX2	1	0	0	1
LnxVasu	https://github.com/LnxVasu	1	0	0	1
Lohoris	https://github.com/Lohoris	1	0	0	1
LordGoF	https://github.com/LordGoF	1	0	0	1
Lunat1k	https://github.com/Lunat1k	0	1	0	1
MMatten	https://github.com/MMatten	1	0	0	1
MacGeek	https://github.com/MacGeek	1	0	0	1
Marcuzz	https://github.com/Marcuzz	1	0	0	1
Mardoxx	https://github.com/Mardoxx	0	1	0	1
Melevir	https://github.com/Melevir	1	2	0	3
MrSmite	https://github.com/MrSmite	3	1	0	4
MvGulik	https://github.com/MvGulik	2	1	0	3
Nevadas	https://github.com/Nevadas	1	0	0	1
Niggler	https://github.com/Niggler	2	1	0	3
Noobman	https://github.com/Noobman	0	1	0	1
Nubster	https://github.com/Nubster	1	0	0	1
OriIdan	https://github.com/OriIdan	1	1	0	2
Plixmer	https://github.com/Plixmer	1	0	0	1
Quintus	https://github.com/Quintus	1	0	0	1
Rafik89	https://github.com/Rafik89	1	2	0	3
Retinus	https://github.com/Retinus	1	0	0	1
RexDude	https://github.com/RexDude	4	0	0	4
Riangga	https://github.com/Riangga	1	0	0	1
RyanMcG	https://github.com/RyanMcG	1	0	0	1
SCIIEMH	https://github.com/SCIIEMH	7	0	0	7
SEELE01	https://github.com/SEELE01	1	0	0	1
Sable42	https://github.com/Sable42	1	0	0	1
Silvoir	https://github.com/Silvoir	1	1	0	2
SimeonC	https://github.com/SimeonC	4	0	0	4
SomMeri	https://github.com/SomMeri	0	1	0	1
Soultox	https://github.com/Soultox	1	0	0	1
Spyhawk	https://github.com/Spyhawk	1	0	0	1
SuarezB	https://github.com/SuarezB	1	0	0	1
TheHett	https://github.com/TheHett	1	0	0	1
Tobimen	https://github.com/Tobimen	1	0	0	1
TraxNet	https://github.com/TraxNet	0	1	0	1
Voulnet	https://github.com/Voulnet	1	0	0	1
Zyphrax	https://github.com/Zyphrax	0	1	0	1
a0rtega	https://github.com/a0rtega	0	1	0	1
aaronz8	https://github.com/aaronz8	2	0	0	2
abr4xas	https://github.com/abr4xas	2	0	0	2
abutton	https://github.com/abutton	0	3	0	3
abzamon	https://github.com/abzamon	1	0	0	1
adeneys	https://github.com/adeneys	23	0	0	23
adupuis	https://github.com/adupuis	0	2	0	2
agarwal	https://github.com/agarwal	0	2	0	2
agehret	https://github.com/agehret	1	4	0	5
ahitrin	https://github.com/ahitrin	2	0	0	2
ajoslin	https://github.com/ajoslin	1	0	0	1
akheron	https://github.com/akheron	0	1	0	1
akruger	https://github.com/akruger	1	0	0	1
aleks-f	https://github.com/aleks-f	0	0	1	1
alexkay	https://github.com/alexkay	0	1	0	1
amishne	https://github.com/amishne	1	1	0	2
amn-ecs	https://github.com/amn-ecs	1	0	0	1
anselmh	https://github.com/anselmh	0	2	0	2
anstosa	https://github.com/anstosa	1	2	0	3
anyname	https://github.com/anyname	1	0	0	1
apsavin	https://github.com/apsavin	1	0	0	1
armano2	https://github.com/armano2	0	6	0	6
arvicco	https://github.com/arvicco	0	1	1	2
asksven	https://github.com/asksven	1	0	0	1
aspiers	https://github.com/aspiers	2	1	0	3
ateguia	https://github.com/ateguia	1	0	0	1
audreyt	https://github.com/audreyt	0	1	0	1
awesome	https://github.com/awesome	1	0	0	1
ayan4m1	https://github.com/ayan4m1	0	1	0	1
banshee	https://github.com/banshee	1	0	0	1
barrywm	https://github.com/barrywm	1	0	0	1
bartdag	https://github.com/bartdag	0	1	0	1
bauerca	https://github.com/bauerca	0	1	0	1
bbatsov	https://github.com/bbatsov	0	1	0	1
bcordis	https://github.com/bcordis	0	1	0	1
beam018	https://github.com/beam018	6	5	0	11
beetree	https://github.com/beetree	2	0	0	2
bencomp	https://github.com/bencomp	1	0	0	1
benoitc	https://github.com/benoitc	0	1	0	1
berekuk	https://github.com/berekuk	0	2	0	2
beta992	https://github.com/beta992	1	1	0	2
bhollis	https://github.com/bhollis	0	6	0	6
bindoor	https://github.com/bindoor	2	0	0	2
bishopZ	https://github.com/bishopZ	0	1	0	1
bjoe2k4	https://github.com/bjoe2k4	1	0	0	1
bjtitus	https://github.com/bjtitus	1	0	0	1
bkjones	https://github.com/bkjones	0	3	0	3
blancas	https://github.com/blancas	3	2	0	5
blblack	https://github.com/blblack	0	1	0	1
bloodmc	https://github.com/bloodmc	0	4	1	5
bluespy	https://github.com/bluespy	2	0	0	2
blueyed	https://github.com/blueyed	1	0	0	1
bmoscon	https://github.com/bmoscon	3	3	0	6
bryceco	https://github.com/bryceco	0	3	0	3
bsphere	https://github.com/bsphere	1	0	0	1
buch415	https://github.com/buch415	1	0	0	1
buchuki	https://github.com/buchuki	0	2	0	2
bueltge	https://github.com/bueltge	1	0	0	1
butonic	https://github.com/butonic	1	0	0	1
byoungs	https://github.com/byoungs	1	0	0	1
bytenel	https://github.com/bytenel	3	0	0	3
cabaret	https://github.com/cabaret	1	0	0	1
cappbot	https://github.com/cappbot	0	5	0	5
casatwy	https://github.com/casatwy	2	2	0	4
cashish	https://github.com/cashish	1	0	0	1
cclloyd	https://github.com/cclloyd	1	0	0	1
chehabz	https://github.com/chehabz	0	0	1	1
cj13579	https://github.com/cj13579	1	2	0	3
clacote	https://github.com/clacote	1	0	0	1
cmwelsh	https://github.com/cmwelsh	1	0	0	1
cragrim	https://github.com/cragrim	1	1	0	2
crite70	https://github.com/crite70	1	0	0	1
csarven	https://github.com/csarven	1	0	0	1
cspiegl	https://github.com/cspiegl	1	0	0	1
ctd-mh3	https://github.com/ctd-mh3	1	0	0	1
curbina	https://github.com/curbina	1	0	0	1
dajhorn	https://github.com/dajhorn	0	2	0	2
damianb	https://github.com/damianb	0	1	0	1
darragh	https://github.com/darragh	1	0	0	1
davidia	https://github.com/davidia	1	0	0	1
dbishop	https://github.com/dbishop	3	0	0	3
dbonsch	https://github.com/dbonsch	0	1	1	2
dcoutts	https://github.com/dcoutts	1	0	0	1
dcramer	https://github.com/dcramer	1	1	0	2
dcwhite	https://github.com/dcwhite	2	0	0	2
deadwax	https://github.com/deadwax	1	0	0	1
demkani	https://github.com/demkani	1	0	0	1
deshack	https://github.com/deshack	1	1	0	2
dewarim	https://github.com/dewarim	1	0	0	1
diw2101	https://github.com/diw2101	0	2	0	2
doki-be	https://github.com/doki-be	1	0	0	1
domenic	https://github.com/domenic	0	1	0	1
dsbonev	https://github.com/dsbonev	0	1	0	1
ecowden	https://github.com/ecowden	1	0	0	1
edgimar	https://github.com/edgimar	1	0	0	1
edtsech	https://github.com/edtsech	1	0	0	1
ejunker	https://github.com/ejunker	1	0	0	1
elplatt	https://github.com/elplatt	2	0	0	2
erouxel	https://github.com/erouxel	1	0	0	1
etburke	https://github.com/etburke	1	0	0	1
etp1711	https://github.com/etp1711	1	0	0	1
eugener	https://github.com/eugener	5	1	0	6
evanwon	https://github.com/evanwon	1	0	0	1
evbogue	https://github.com/evbogue	1	0	0	1
ezephyr	https://github.com/ezephyr	3	0	0	3
ezrover	https://github.com/ezrover	1	0	0	1
fabrejc	https://github.com/fabrejc	4	0	0	4
fanys12	https://github.com/fanys12	0	1	0	1
favonia	https://github.com/favonia	3	0	0	3
fceller	https://github.com/fceller	0	3	0	3
fhntv24	https://github.com/fhntv24	1	0	0	1
flesire	https://github.com/flesire	1	0	0	1
freekvw	https://github.com/freekvw	1	0	0	1
g00ntar	https://github.com/g00ntar	1	0	0	1
galfert	https://github.com/galfert	0	1	0	1
garyvdm	https://github.com/garyvdm	1	0	0	1
gbishop	https://github.com/gbishop	3	5	0	8
gcampax	https://github.com/gcampax	2	0	0	2
gdagley	https://github.com/gdagley	1	0	0	1
gerb030	https://github.com/gerb030	0	2	0	2
gfxguru	https://github.com/gfxguru	1	0	0	1
gharlan	https://github.com/gharlan	0	1	0	1
gjospin	https://github.com/gjospin	1	1	0	2
glebcha	https://github.com/glebcha	1	0	0	1
glouppe	https://github.com/glouppe	1	1	0	2
gnrocks	https://github.com/gnrocks	1	1	0	2
gooozas	https://github.com/gooozas	1	0	0	1
grayt0r	https://github.com/grayt0r	0	1	0	1
grooohm	https://github.com/grooohm	2	0	0	2
gurdiga	https://github.com/gurdiga	1	0	0	1
halom87	https://github.com/halom87	0	2	0	2
hattray	https://github.com/hattray	1	0	0	1
haveric	https://github.com/haveric	1	0	0	1
hceylan	https://github.com/hceylan	0	1	0	1
hkaiser	https://github.com/hkaiser	0	1	1	2
hoelmer	https://github.com/hoelmer	2	1	1	4
hoelzro	https://github.com/hoelzro	0	1	0	1
howsono	https://github.com/howsono	1	0	0	1
hrniels	https://github.com/hrniels	0	4	0	4
hspasta	https://github.com/hspasta	0	1	0	1
hswolff	https://github.com/hswolff	1	0	0	1
hundsim	https://github.com/hundsim	1	0	0	1
ianjuma	https://github.com/ianjuma	1	0	0	1
iditude	https://github.com/iditude	1	0	0	1
imathis	https://github.com/imathis	0	1	0	1
inbasic	https://github.com/inbasic	0	1	0	1
indutny	https://github.com/indutny	0	1	1	2
inf3rno	https://github.com/inf3rno	1	1	1	3
inonzuk	https://github.com/inonzuk	1	0	0	1
islisis	https://github.com/islisis	1	0	0	1
itchyny	https://github.com/itchyny	0	1	0	1
jackpal	https://github.com/jackpal	0	1	0	1
jadwigo	https://github.com/jadwigo	3	0	0	3
jakub77	https://github.com/jakub77	0	4	0	4
jayzeng	https://github.com/jayzeng	0	1	0	1
jbothma	https://github.com/jbothma	1	0	0	1
jc61990	https://github.com/jc61990	1	0	0	1
jcoglan	https://github.com/jcoglan	0	4	0	4
jd4cubs	https://github.com/jd4cubs	2	0	0	2
jdalton	https://github.com/jdalton	0	1	0	1
jeffjia	https://github.com/jeffjia	0	3	0	3
jeffmay	https://github.com/jeffmay	1	0	0	1
jenisys	https://github.com/jenisys	0	20	2	22
jernejh	https://github.com/jernejh	8	1	0	9
jflesch	https://github.com/jflesch	0	1	0	1
jgarzik	https://github.com/jgarzik	0	1	0	1
jhaynie	https://github.com/jhaynie	1	0	0	1
jhiemer	https://github.com/jhiemer	1	1	0	2
jinscoe	https://github.com/jinscoe	1	0	0	1
jiremek	https://github.com/jiremek	1	0	0	1
jjkinas	https://github.com/jjkinas	1	0	0	1
jjs0sbw	https://github.com/jjs0sbw	1	0	0	1
jkatzer	https://github.com/jkatzer	0	1	0	1
jkudish	https://github.com/jkudish	5	18	0	23
jlezama	https://github.com/jlezama	1	0	0	1
jlouvel	https://github.com/jlouvel	0	1	0	1
jmalloc	https://github.com/jmalloc	0	1	0	1
jmathai	https://github.com/jmathai	2	0	0	2
jmillan	https://github.com/jmillan	1	0	0	1
